Time	CPU Temperature	CPU Frequency
825.3	49.1	1500.4
827.4	49.6	1500.3
829.5	50.1	1500.4
831.6	50.1	1500.4
833.8	50.6	1500.3
835.9	50.6	1500.4
838.0	50.1	1500.3
840.1	49.6	1500.3
842.3	50.6	1500.4
844.4	49.6	1500.3
846.5	49.1	1500.3
848.6	48.7	1500.3
850.8	50.1	1500.3
852.9	50.1	1500.3
855.0	49.6	1500.4
857.1	49.1	1500.3
859.2	49.6	1500.4
861.4	50.6	1500.3
863.5	48.7	1500.4
865.7	50.1	1500.3
867.8	49.6	1500.4
869.9	50.1	1500.3
872.0	50.6	1500.3
874.2	49.6	1500.3
876.3	49.1	1500.4
878.4	49.1	1500.3
880.6	50.1	1500.4
882.7	49.1	1500.4
884.8	49.6	1500.4
886.9	49.1	1500.3
889.1	50.6	1500.3
891.2	49.6	1500.3
893.4	51.1	1500.3
895.5	50.6	1500.3
897.6	51.1	1500.4
899.7	50.6	1500.4
901.9	50.6	1500.3
904.0	49.1	1500.4
906.1	51.1	1500.4
908.3	50.1	1500.4
910.4	49.1	1500.4
912.6	50.1	1500.4
914.7	49.6	1500.4
916.8	50.1	1500.4
918.9	50.1	1500.3
921.1	51.1	1500.4
923.2	50.6	1500.3
925.3	50.6	1500.3
927.5	50.1	1500.4
929.6	50.1	1500.3
931.7	50.1	1500.3
933.8	50.1	1500.3
936.0	49.1	1500.4
938.1	50.6	1500.4
940.2	49.6	1500.3
942.3	50.6	1500.4
944.5	50.1	1500.3
946.6	49.6	1500.4
948.7	50.1	1500.4
950.9	49.6	1500.4
953.0	51.1	1500.3
955.1	50.1	1500.3
957.3	50.1	1500.3
959.4	50.6	1500.4
961.5	50.1	1500.4
963.6	50.1	1500.3
965.8	49.1	1500.3
967.9	49.6	1500.4
970.1	50.1	1500.3
972.2	49.6	1500.4
974.3	50.6	1500.3
976.5	50.1	1500.3
978.6	50.1	1500.3
980.7	49.6	1500.4
982.8	49.6	1500.4
985.0	49.6	1500.3
987.1	48.7	1500.4
989.2	49.6	1500.4
991.4	49.1	1500.4
993.5	49.6	1500.3
995.7	50.1	1500.3
997.8	49.6	1500.3
999.9	50.6	1500.4
1002.0	49.6	1500.3
1004.2	49.1	1500.4
1006.3	49.1	1500.3
1008.4	50.1	1500.4
1010.5	49.6	1500.4
1012.7	50.1	1500.3
1014.8	50.1	1500.4
1017.0	49.6	1500.4
1019.1	50.1	1500.4
1021.2	50.6	1500.3
1023.4	50.1	1500.4
1025.5	49.6	1500.4
1027.6	50.1	1500.4
1029.8	50.6	1500.3
1031.9	49.1	1500.3
1034.0	50.1	1500.4
1036.1	50.1	1500.4
1038.2	49.6	1500.3
1040.4	50.1	1500.3
1042.5	49.6	1500.3
1044.6	50.6	1500.4
1046.8	50.6	1500.4
1048.9	50.1	1500.3
1051.0	49.6	1500.3
1053.1	50.1	1500.4
1055.3	50.6	1500.3
1057.4	49.1	1500.3
1059.5	49.1	1500.3
1061.6	49.6	1500.3
1063.7	49.6	1500.3
1065.9	49.1	1500.4
1068.0	49.6	1500.4
1070.1	49.6	1500.4
1072.2	50.1	1500.4
1074.4	50.6	1500.4
1076.5	48.7	1500.3
1078.6	49.6	1500.4
1080.7	49.1	1500.4
1082.8	50.6	1500.3
1085.0	49.6	1500.3
1087.1	49.1	1500.3
1089.2	49.6	1500.3
1091.4	51.1	1500.3
1093.5	50.1	1500.3
1095.6	49.1	1500.3
1097.8	49.6	1500.4
1099.9	49.6	1500.3
1102.0	50.6	1500.3
1104.2	50.1	1500.4
1106.3	49.6	1500.3
1108.4	49.6	1500.4
1110.5	49.6	1500.4
1112.7	49.6	1500.3
1114.8	50.1	1500.3
1116.9	49.6	1500.4
1119.0	49.6	1500.4
1121.2	49.1	1500.4
1123.3	50.1	1500.4
1125.4	50.1	1500.3
1127.6	49.6	1500.3
1129.7	49.6	1500.3
1131.8	49.6	1500.4
1134.0	50.6	1500.3
1136.1	49.1	1500.4
1138.2	49.1	1500.4
1140.4	50.1	1500.4
1142.5	49.6	1500.4
1144.6	50.1	1500.4
1146.8	50.6	1500.4
1148.9	48.7	1500.3
1151.0	50.1	1500.3
1153.1	49.6	1500.4
1155.3	48.7	1500.3
1157.4	49.6	1500.3
1159.5	50.1	1500.4
1161.6	49.1	1500.3
1163.8	49.6	1500.3
1165.9	48.7	1500.4
1168.1	50.6	1500.3
1170.2	50.1	1500.3
1172.3	49.1	1500.3
1174.4	49.1	1500.3
1176.6	49.1	1500.3
1178.7	48.7	1500.3
1180.8	50.6	1500.3
1183.0	49.1	1500.3
1185.1	49.6	1500.3
1187.2	50.1	1500.3
1189.3	49.1	1500.4
1191.5	50.1	1500.4
1193.6	49.6	1500.3
1195.7	49.6	1500.3
1197.8	49.1	1500.3
1199.9	49.1	1500.3
1202.0	45.7	800.2
1204.1	44.8	800.2
1206.2	43.8	800.2
1208.3	42.8	600.2
1210.4	41.8	900.2
1212.5	41.3	900.2
1214.6	40.4	1000.3
1216.7	40.9	700.2
1218.8	40.9	1000.2
1220.9	39.9	700.2
1223.0	39.9	1500.3
1225.1	39.4	900.2
1227.2	39.4	800.2
1229.3	39.4	900.2
1231.4	38.4	700.2
1233.5	38.9	1500.3
1235.5	38.4	900.2
1237.6	38.9	600.2
1239.7	38.4	800.2
1241.8	38.4	1000.3
1243.9	37.9	700.2
1246.0	37.4	900.2
1248.1	37.0	1500.4
1250.2	38.4	700.2
1252.3	37.0	900.2
1254.4	37.0	700.2
1256.5	37.0	900.2
1258.6	37.0	1500.3
1260.6	37.0	600.2
1262.8	36.5	700.2
1264.9	36.5	900.2
1267.0	37.9	800.2
1269.0	36.5	600.2
1271.2	36.5	800.2
1273.3	35.0	1000.3
1275.3	37.0	600.2
1277.4	37.0	800.2
1279.5	37.0	900.2
1281.6	37.0	700.2
1283.7	36.5	900.2
1285.8	36.0	700.2
1287.9	36.0	900.2
1290.0	35.5	700.2
1292.1	35.0	900.2
1294.2	36.5	700.2
1296.3	36.0	900.2
1298.4	35.5	800.2
1300.5	35.5	900.2
1302.6	35.5	900.2
1304.7	36.0	800.2
1306.8	35.5	600.2
1308.9	35.5	1000.3
1311.0	36.0	800.2
1313.1	35.0	600.2
1315.2	34.5	800.2
1317.3	35.5	1000.3
1319.4	35.0	700.2
1321.5	36.0	600.2
1323.6	35.5	900.2
1325.7	35.5	900.2
1327.8	35.5	700.2
1329.9	35.0	1000.2
1332.0	36.0	800.2
1334.1	35.5	600.1
1336.2	35.5	800.2
1338.3	35.5	1500.4
1340.4	35.5	800.2
1342.5	35.5	600.1
1344.6	34.5	800.2
1346.7	34.5	700.2
1348.8	34.5	800.2
1350.9	36.0	1500.3
1352.9	36.0	900.2
1355.0	35.0	700.2
1357.1	35.0	1000.3
1359.2	34.0	700.2
1361.3	35.5	1500.3
1363.4	35.0	900.2
1365.5	35.0	700.2
1367.6	36.0	900.2
1369.7	36.0	900.2
1371.8	35.0	1500.3
1373.8	35.0	900.2
1375.9	35.0	700.2
1378.0	34.5	900.2
1380.1	35.5	700.2
1382.2	35.0	1000.2
1384.3	35.0	800.2
1386.4	35.5	1000.3
1388.5	35.0	700.2
1390.6	35.0	900.2
1392.7	34.5	800.2
1394.8	34.5	1000.2
1396.9	35.5	800.2
1399.0	34.0	1000.3
1401.1	34.5	700.2
1403.2	35.5	900.2
1405.3	34.5	700.2
1407.4	35.0	900.2
1409.5	35.5	1500.4
1411.6	35.0	600.1
1413.7	34.0	800.2
1415.8	35.0	700.2
1417.9	34.5	800.2
1420.0	36.0	1500.3
1422.0	35.0	600.1
1424.2	34.5	800.2
1426.2	34.5	800.2
1428.3	35.5	800.2
1430.4	35.5	600.2
1432.5	35.0	1500.3
1434.6	35.0	600.1
1436.7	35.5	1000.2
1438.8	35.0	700.2
1440.9	34.5	1000.2
1443.0	35.5	1500.3
1445.1	35.0	700.2
1447.2	34.0	1500.4
1449.2	36.0	1500.4
1451.3	35.0	700.2
1453.4	35.0	900.2
1455.5	34.5	700.2
1457.6	34.5	700.2
1459.7	35.0	700.2
1461.8	35.0	900.2
1463.9	34.5	700.2
1466.0	34.5	900.2
1468.1	35.0	700.2
1470.2	35.0	1500.3
1472.3	34.5	800.2
1474.4	34.5	600.1
1476.5	34.5	800.2
1478.6	34.0	600.2
1480.7	34.5	800.2
1482.8	35.0	600.1
1484.9	34.0	800.2
1487.0	36.0	600.2
1489.1	34.5	800.2
1491.2	35.0	600.2
1493.3	35.5	800.2
1495.4	34.0	1500.3
1497.4	34.0	600.1
1499.5	35.0	900.2
