Time	CPU Temperature	CPU Frequency
925.6	81.8	1000.3
927.76	81.8	1000.3
929.94	81.8	1000.2
932.1	82.3	1000.3
934.27	83.7	1000.3
936.43	82.7	1000.3
938.56	82.3	1000.3
940.71	81.8	1000.3
942.86	82.7	1000.3
945.01	81.8	1500.4
947.15	82.7	1000.3
949.32	83.2	1500.4
951.48	82.7	1000.2
953.66	82.3	1000.2
955.8	83.7	1000.3
957.96	83.2	1500.4
960.12	82.3	1000.2
962.29	82.7	1000.3
964.47	82.7	1000.3
966.61	82.3	1000.2
968.79	82.3	1500.3
970.94	82.7	1500.4
973.09	82.7	1000.2
975.25	81.8	1500.4
977.39	82.3	1000.3
979.55	82.3	1000.3
981.7	82.3	1000.3
983.84	82.7	1000.3
986.01	82.7	1500.4
988.16	82.3	1000.3
990.33	81.3	1000.2
992.5	83.7	1500.3
994.65	81.8	1000.2
996.8	82.7	1000.3
998.95	82.7	1000.3
1001.12	82.7	1000.3
1003.31	81.8	1000.3
1005.47	81.8	1000.2
1007.63	82.3	1000.3
1009.81	81.3	1500.3
1011.97	82.7	1000.3
1014.14	82.3	1000.3
1016.31	82.3	1000.2
1018.47	82.7	1000.3
1020.64	83.2	1000.2
1022.79	82.7	1000.3
1024.93	83.2	1000.3
1027.08	82.3	1000.2
1029.24	82.3	1000.3
1031.43	83.2	1000.2
1033.58	82.7	1000.2
1035.74	82.3	1000.3
1037.88	82.7	1000.3
1040.04	82.7	1000.3
1042.22	82.7	1000.2
1044.42	82.3	1000.3
1046.59	82.3	1000.3
1048.74	83.7	1000.2
1050.88	82.7	1000.2
1053.04	81.3	1000.3
1055.19	82.3	1000.2
1057.35	83.7	1000.3
1059.49	82.3	1000.2
1061.61	82.3	1500.3
1063.75	82.3	1000.2
1065.88	82.7	1000.3
1068.02	82.7	1000.2
1070.17	83.2	1000.3
1072.31	82.3	1000.3
1074.48	82.3	1500.3
1076.61	81.8	1000.3
1078.76	83.2	1000.3
1080.92	82.3	1000.3
1083.08	81.3	1000.2
1085.23	82.3	1000.3
1087.38	82.7	1000.3
1089.52	82.7	1000.2
1091.69	82.7	1000.3
1093.86	81.8	1000.2
1096.02	83.2	1000.2
1098.24	82.3	1000.2
1100.41	81.8	1500.3
1102.56	83.2	1000.2
1104.72	80.8	1500.3
1106.87	81.3	1500.3
1109.03	82.7	1000.2
1111.19	81.8	1500.3
1113.35	82.7	1000.3
1115.51	82.7	1000.2
1117.68	81.8	1500.3
1119.82	83.2	1000.2
1122.0	82.7	1000.3
1124.15	81.8	1000.3
1126.32	81.8	1000.2
1128.49	82.7	1000.3
1130.65	82.3	1000.3
1132.8	82.3	1000.2
1134.97	82.7	1500.3
1137.11	82.3	1000.3
1139.28	83.2	1000.2
1141.45	81.8	1500.3
1143.61	82.3	1000.2
1145.77	81.8	1000.2
1147.94	81.8	1000.3
1150.1	82.3	1500.3
1152.25	82.3	1500.3
1154.41	82.7	1000.3
1156.56	81.8	1000.3
1158.79	82.3	1500.4
1160.92	82.3	1500.4
1163.08	82.7	1000.3
1165.27	82.7	1000.3
1167.44	82.3	1500.3
1169.58	82.3	1000.3
1171.75	82.3	1000.3
1173.92	82.3	1500.3
1176.06	82.7	1000.3
1178.21	82.3	1000.3
1180.4	83.2	1000.3
1182.52	82.3	1000.2
1184.68	83.7	1500.4
1186.82	82.3	1500.3
1188.95	84.2	1000.3
1191.1	81.3	1000.3
1193.25	82.3	1000.2
1195.4	81.3	1000.3
1197.56	81.8	1000.3
1199.69	82.3	1000.2
1201.84	79.3	600.2
1203.95	77.4	700.2
1206.06	76.9	800.2
1208.17	75.4	900.2
1210.26	75.0	900.2
1212.37	75.0	1500.3
1214.48	75.0	1500.3
1216.53	74.0	1000.3
1218.64	74.0	700.2
1220.74	75.0	800.2
1222.84	74.0	1500.3
1224.9	73.5	800.2
1227.0	72.5	1000.2
1229.1	72.5	800.2
1231.19	72.5	600.2
1233.31	73.5	800.2
1235.4	72.5	800.2
1237.5	72.0	1500.3
1239.56	73.0	900.2
1241.65	71.5	900.2
1243.75	72.0	1500.3
1245.85	72.0	600.2
1247.97	70.6	700.2
1250.08	71.5	900.2
1252.17	72.0	800.2
1254.27	70.6	1000.2
1256.38	70.1	600.1
1258.49	70.6	700.2
1260.61	70.1	900.2
1262.7	71.5	1500.4
1264.75	71.5	900.2
1266.85	69.6	1500.3
1268.95	70.1	600.1
1271.07	70.1	800.2
1273.17	70.6	800.2
1275.27	70.6	800.2
1277.37	71.1	900.2
1279.47	69.6	600.2
1281.58	69.6	800.2
1283.68	70.1	900.2
1285.78	70.1	1000.3
1287.88	70.6	800.2
1289.98	69.6	700.2
1292.09	69.6	1500.4
1294.18	69.1	1000.3
1296.28	69.6	1000.3
1298.39	68.6	1500.3
1300.44	68.6	900.2
1302.54	69.6	1000.3
1304.66	69.1	700.2
1306.76	68.6	800.2
1308.86	68.1	800.2
1310.96	68.6	1000.3
1313.07	68.6	1500.4
1315.13	68.6	900.2
1317.24	67.6	1000.3
1319.35	69.1	600.1
1321.46	67.6	800.2
1323.56	68.6	1500.3
1325.62	68.1	700.2
1327.73	68.1	700.2
1329.83	68.6	800.2
1331.94	67.6	900.2
1334.04	67.2	1500.3
1336.15	69.1	700.2
1338.26	67.6	800.2
1340.36	68.1	800.2
1342.46	68.1	900.2
1344.57	68.1	900.2
1346.69	67.2	700.2
1348.8	67.6	700.2
1350.9	67.6	800.2
1353.01	67.6	900.2
1355.11	67.2	600.2
1357.23	67.6	1500.3
1359.28	67.2	1500.3
1361.39	67.6	700.2
1363.5	68.1	800.2
1365.6	67.2	900.2
1367.71	67.2	1000.3
1369.81	66.7	1500.3
1371.91	66.7	600.1
1374.03	66.7	700.2
1376.14	66.7	900.2
1378.24	67.6	1000.3
1380.35	67.6	700.2
1382.46	66.7	700.2
1384.57	66.7	900.2
1386.67	66.7	1000.3
1388.78	66.7	1500.3
1390.87	66.7	600.1
1392.99	65.7	700.2
1395.09	65.7	800.2
1397.19	67.2	1500.4
1399.25	66.7	1500.4
1401.3	66.7	700.2
1403.42	67.2	800.2
1405.52	66.2	900.2
1407.63	66.2	1000.3
1409.73	66.2	1500.3
1411.79	65.7	900.2
1413.89	65.7	900.2
1416.0	66.7	700.2
1418.11	66.7	800.2
1420.22	66.7	900.2
1422.32	65.7	1000.3
1424.43	66.2	1500.3
1426.48	65.2	1000.3
1428.59	65.7	1000.2
1430.69	66.2	600.1
1432.8	66.7	700.2
1434.91	65.7	1500.3
1436.97	65.2	600.1
1439.08	65.7	700.2
1441.18	65.2	700.2
1443.3	65.2	700.2
1445.4	65.7	700.2
1447.51	66.2	800.2
1449.61	66.2	1500.4
1451.66	65.7	800.2
1453.76	66.7	800.2
1455.87	66.2	1000.2
1457.96	65.2	600.1
1460.08	65.2	1500.4
1462.14	65.7	1500.3
1464.24	65.2	700.2
1466.35	66.2	900.2
1468.44	65.7	1000.3
1470.54	65.2	1500.4
1472.65	65.2	700.2
1474.76	65.2	1500.4
1476.83	65.2	800.2
1478.93	63.7	800.2
1481.03	64.7	900.2
1483.14	64.7	900.2
1485.25	65.2	700.2
1487.35	64.7	800.2
1489.45	64.7	900.2
1491.56	65.7	700.2
1493.67	64.7	700.2
1495.78	64.2	800.2
1497.88	63.7	900.2
1499.96	64.7	600.2
