Time	CPU Temperature	CPU Frequency	Ambient Temperature
0.0	37.9	900.2	29.2
2.2	37.9	1000.3	29.2
4.3	37.9	1000.3	29.1
6.5	37.4	900.2	29.2
8.7	37.9	900.2	29.1
10.8	37.0	900.2	29.1
13.0	37.4	900.2	29.1
15.2	38.9	900.2	29.1
17.3	37.9	1500.4	29.1
19.4	37.9	900.2	29.1
21.6	38.4	1000.3	29.1
23.8	37.4	1000.3	29.1
25.9	36.5	900.2	29.1
28.1	37.0	1000.3	29.1
30.3	37.4	1000.2	29.1
32.4	37.4	1500.4	29.1
34.5	37.4	900.2	29.1
36.7	37.4	1000.3	29.1
38.9	38.4	1000.3	29.1
41.0	38.4	1000.3	29.1
43.2	37.4	1000.3	29.1
45.4	37.9	1000.3	29.1
47.5	38.4	900.2	29.1
49.7	37.0	900.2	29.1
51.9	37.9	1000.2	29.1
54.0	37.9	1000.2	29.1
56.2	37.0	1000.3	29.1
58.4	37.9	900.2	29.1
60.5	37.4	900.2	29.1
62.7	37.9	1000.2	29.1
64.9	38.4	1500.3	29.1
67.0	37.0	800.2	29.1
69.2	37.4	900.2	29.1
71.4	37.9	900.2	29.1
73.5	38.4	1000.2	29.1
75.7	37.9	1000.3	29.1
77.9	37.9	1500.3	29.1
80.0	38.4	1000.3	29.1
82.1	38.4	1000.2	29.1
84.3	38.4	900.2	29.1
86.5	38.9	1000.3	29.1
88.6	37.9	1000.2	29.1
90.8	37.9	1000.3	29.1
92.9	38.4	1000.2	29.1
95.1	37.9	1000.3	29.1
97.3	37.9	900.2	29.1
99.4	38.4	1000.2	29.1
101.6	37.9	1000.3	29.1
103.8	38.4	900.2	29.1
105.9	38.9	900.2	29.1
108.1	37.9	900.2	29.1
110.3	37.9	1500.3	29.1
112.4	38.4	900.2	29.1
114.6	38.4	1000.3	29.1
116.8	37.9	900.2	29.1
118.9	38.4	900.2	29.1
121.1	37.4	1000.3	29.1
123.3	38.9	1500.4	29.1
125.4	38.4	900.2	29.1
127.5	37.4	1000.2	29.1
129.7	37.9	1500.3	29.1
131.8	37.9	1000.2	29.1
134.0	38.9	1000.3	29.1
136.2	37.4	900.2	29.1
138.3	38.4	900.2	29.1
140.5	38.4	900.2	29.1
142.7	38.4	900.2	29.1
144.8	38.9	900.2	29.1
147.0	38.4	1000.2	29.1
149.2	38.4	900.2	29.1
151.3	37.9	1000.3	29.1
153.5	37.0	1000.3	29.1
155.7	38.9	1000.2	29.1
157.8	37.9	900.2	29.1
160.0	38.9	1000.2	29.1
162.2	37.9	1000.2	29.1
164.3	38.4	900.2	29.1
166.5	38.4	1000.2	29.1
168.7	37.0	1000.2	29.1
170.8	38.9	1000.2	29.1
173.0	37.4	1000.3	29.1
175.2	37.9	900.2	29.1
177.3	37.0	1000.3	29.1
179.5	38.4	1500.3	29.1
181.6	38.4	900.2	29.1
183.8	38.4	1000.3	29.1
185.9	38.4	1000.2	29.1
188.1	38.4	1000.2	29.1
190.3	38.9	1000.3	29.1
192.4	38.9	1000.3	29.1
194.6	37.9	900.2	29.1
196.8	38.4	1000.2	29.1
198.9	37.9	900.2	29.1
201.1	38.4	900.2	29.1
203.3	38.4	1000.2	29.1
205.4	37.9	1000.2	29.1
207.6	38.4	900.2	29.1
209.7	38.4	900.2	29.1
211.9	38.9	1000.2	29.1
214.1	38.9	1000.2	29.1
216.2	38.4	900.2	29.1
218.4	37.9	1000.3	29.1
220.6	38.4	1000.2	29.1
222.7	38.9	1000.2	29.1
224.9	38.4	1000.3	29.1
227.1	38.9	1000.3	29.1
229.2	38.4	1500.3	29.1
231.4	37.9	900.2	29.1
233.5	38.4	1500.3	29.1
235.7	37.9	900.2	29.1
237.9	37.9	1000.3	29.1
240.0	38.9	900.2	29.1
242.2	38.4	1000.2	29.1
244.4	38.4	900.2	29.1
246.5	37.9	1000.2	29.1
248.7	38.4	1500.3	29.1
250.8	38.9	900.2	29.1
253.0	39.4	1000.3	29.1
255.2	37.4	1000.3	29.1
257.3	38.4	1500.4	29.0
259.5	37.4	1500.4	29.1
261.6	38.9	900.2	29.0
263.8	37.0	1000.2	29.0
265.9	37.9	900.2	29.0
268.1	38.4	900.2	29.0
270.3	39.4	900.2	29.0
272.4	38.9	900.2	29.0
274.6	38.9	900.2	29.0
276.8	37.9	1000.2	29.0
278.9	37.4	1000.3	29.0
281.1	37.4	1000.3	29.0
283.3	38.4	900.2	29.0
285.4	38.4	1000.2	29.0
287.6	37.9	1000.3	29.0
289.7	38.9	1500.3	29.0
291.9	38.4	1000.2	29.0
294.0	37.9	1000.2	29.0
296.2	38.9	1000.3	29.0
298.3	38.4	900.2	29.0
300.5	39.9	1500.4	29.0
302.7	41.8	1500.4	29.0
304.9	41.8	1500.4	29.0
307.1	42.8	1500.3	29.0
309.3	43.8	1500.3	29.0
311.5	43.3	1500.4	29.0
313.7	44.3	1500.4	29.0
315.9	43.8	1500.4	29.0
318.1	43.8	1500.4	28.9
320.3	43.3	1500.3	28.9
322.5	43.8	1500.3	28.9
324.7	44.3	1500.3	28.9
326.8	44.3	1500.3	28.9
329.1	44.3	1500.3	28.9
331.3	43.8	1500.3	28.9
333.5	44.8	1500.3	28.9
335.7	44.3	1500.4	28.9
337.8	45.2	1500.3	28.9
340.0	44.8	1500.3	28.9
342.2	44.8	1500.3	28.9
344.4	44.8	1500.4	28.9
346.6	44.3	1500.3	28.9
348.8	44.8	1500.3	28.9
351.0	45.7	1500.3	28.9
353.2	45.2	1500.4	28.9
355.4	45.2	1500.4	29.0
357.6	44.8	1500.3	29.0
359.8	45.2	1500.4	29.0
362.0	45.7	1500.4	29.0
364.2	46.2	1500.3	29.0
366.4	45.2	1500.3	29.0
368.6	45.2	1500.4	29.0
370.8	46.2	1500.4	29.0
372.9	45.2	1500.4	29.0
375.2	44.8	1500.4	29.0
377.4	45.7	1500.4	29.0
379.6	45.7	1500.3	29.0
381.8	46.2	1500.4	29.0
384.0	46.7	1500.3	29.0
386.2	47.2	1500.3	29.0
388.4	46.2	1500.4	29.0
390.6	45.2	1500.3	29.0
392.8	45.7	1500.3	29.0
395.0	46.7	1500.4	29.0
397.2	46.2	1500.4	29.0
399.4	47.2	1500.4	29.0
401.6	46.2	1500.4	29.0
403.8	46.2	1500.4	29.0
406.0	46.2	1500.3	29.0
408.1	46.2	1500.3	29.0
410.3	46.2	1500.3	29.0
412.5	46.2	1500.3	29.0
414.7	47.7	1500.4	29.0
416.9	45.7	1500.4	29.0
419.1	46.2	1500.3	29.0
421.3	46.2	1500.3	29.0
423.5	46.2	1500.3	29.0
425.7	47.7	1500.3	29.0
427.9	46.7	1500.3	29.0
430.1	46.7	1500.3	29.0
432.2	46.2	1500.3	29.0
434.5	46.7	1500.4	29.0
436.7	46.7	1500.4	29.0
438.9	46.7	1500.3	29.0
441.0	47.2	1500.3	29.0
443.2	47.7	1500.4	29.0
445.4	47.2	1500.3	29.0
447.6	48.2	1500.4	29.0
449.8	47.7	1500.3	29.0
452.1	47.2	1500.3	29.0
454.3	46.2	1500.3	29.0
456.4	46.2	1500.4	29.0
458.6	46.2	1500.4	29.0
460.8	47.7	1500.3	29.0
463.0	47.7	1500.3	29.0
465.2	46.7	1500.4	29.0
467.4	47.7	1500.3	29.0
469.6	47.2	1500.3	29.0
471.8	47.2	1500.4	29.0
473.9	47.7	1500.3	29.0
476.2	47.2	1500.4	29.0
478.3	46.7	1500.4	29.0
480.5	47.2	1500.3	29.0
482.7	47.7	1500.4	29.0
484.9	47.7	1500.3	29.0
487.1	47.2	1500.3	29.0
489.3	48.2	1500.4	29.0
491.5	47.2	1500.4	29.0
493.7	48.2	1500.3	29.0
495.9	47.2	1500.3	29.0
498.1	48.2	1500.3	29.0
500.3	48.2	1500.3	29.0
502.4	47.2	1500.3	29.0
504.6	48.7	1500.3	29.0
506.8	48.2	1500.3	29.0
509.0	47.7	1500.3	29.0
511.2	48.2	1500.4	29.0
513.4	47.2	1500.3	29.0
515.6	47.2	1500.3	29.0
517.8	48.2	1500.3	29.0
520.0	47.7	1500.4	29.0
522.2	47.7	1500.3	29.0
524.4	47.7	1500.4	29.0
526.6	48.2	1500.3	29.0
528.7	48.7	1500.3	29.0
530.9	48.2	1500.3	29.0
533.2	49.1	1500.4	29.0
535.3	47.2	1500.4	29.0
537.5	47.7	1500.3	29.0
539.7	47.7	1500.3	29.0
541.9	47.7	1500.4	29.0
544.1	48.2	1500.4	29.0
546.3	47.7	1500.4	29.0
548.5	47.7	1500.4	29.0
550.7	48.2	1500.3	29.0
552.9	47.7	1500.3	29.0
555.1	47.7	1500.3	29.0
557.3	47.7	1500.4	29.0
559.5	49.1	1500.3	29.0
561.7	48.7	1500.3	29.0
563.9	48.2	1500.4	29.0
566.1	48.2	1500.3	29.0
568.3	49.1	1500.4	29.0
570.5	48.7	1500.3	29.0
572.7	48.2	1500.4	29.0
574.9	47.7	1500.3	29.0
577.1	48.2	1500.3	29.0
579.3	46.7	1500.3	29.0
581.5	48.2	1500.3	29.0
583.7	47.2	1500.4	29.0
585.9	48.7	1500.3	29.0
588.1	48.2	1500.3	29.0
590.3	49.6	1500.3	29.0
592.5	49.1	1500.3	29.0
594.7	48.7	1500.3	29.0
596.9	49.1	1500.4	29.0
599.1	48.7	1500.4	29.0
601.3	48.7	1500.3	29.0
603.4	49.1	1500.4	29.0
605.6	48.7	1500.3	29.0
607.8	48.7	1500.3	29.0
610.0	49.1	1500.3	29.0
612.2	49.1	1500.4	29.0
614.4	48.7	1500.3	29.0
616.6	48.2	1500.3	29.0
618.8	49.1	1500.3	29.0
621.0	48.2	1500.3	29.0
623.2	48.2	1500.4	29.0
625.4	48.7	1500.4	29.0
627.6	48.7	1500.4	29.0
629.8	49.1	1500.3	29.0
632.0	49.1	1500.4	29.0
634.2	48.7	1500.4	29.0
636.3	49.1	1500.4	29.0
638.5	49.1	1500.4	29.0
640.8	48.7	1500.3	29.0
643.0	48.2	1500.3	29.0
645.2	48.2	1500.4	29.0
647.4	49.1	1500.4	29.0
649.6	49.1	1500.4	29.0
651.7	49.1	1500.3	29.0
654.0	48.7	1500.3	29.0
656.2	48.7	1500.4	29.0
658.4	48.7	1500.4	29.0
660.6	49.6	1500.3	29.0
662.8	49.1	1500.4	29.0
664.9	49.1	1500.3	29.0
667.1	48.2	1500.3	29.0
669.3	49.1	1500.3	29.0
671.5	49.6	1500.4	29.0
673.7	48.7	1500.3	29.0
675.9	49.6	1500.4	29.0
678.1	49.6	1500.3	29.0
680.3	49.1	1500.4	29.0
682.5	48.2	1500.4	29.0
684.7	48.2	1500.4	29.0
686.9	49.1	1500.4	29.0
689.1	48.7	1500.4	29.0
691.3	49.1	1500.3	29.0
693.5	49.1	1500.3	29.0
695.6	49.1	1500.3	29.0
697.8	49.1	1500.3	29.0
700.0	48.2	1500.3	29.0
702.2	48.2	1500.3	29.0
704.4	49.1	1500.4	29.0
706.6	49.6	1500.3	29.0
708.8	48.7	1500.4	29.0
711.0	49.1	1500.4	29.0
713.2	48.7	1500.3	29.0
715.4	49.1	1500.4	29.0
717.6	49.6	1500.4	29.0
719.8	49.6	1500.4	29.0
722.0	48.2	1500.4	29.0
724.2	48.2	1500.3	29.0
726.4	48.7	1500.4	29.0
728.6	49.1	1500.4	29.0
730.8	48.7	1500.4	29.0
732.9	49.1	1500.3	29.0
735.1	50.1	1500.3	29.0
737.3	48.7	1500.3	29.0
739.5	48.7	1500.3	29.0
741.8	50.1	1500.3	29.0
744.0	48.7	1500.4	29.0
746.2	48.7	1500.4	29.0
748.4	48.7	1500.3	29.0
750.6	48.7	1500.4	29.0
752.8	49.1	1500.4	29.0
755.0	49.1	1500.3	29.0
757.2	48.7	1500.3	29.0
759.4	49.1	1500.3	29.0
761.5	49.6	1500.4	29.0
763.8	49.6	1500.3	29.0
766.0	48.7	1500.3	29.0
768.2	49.1	1500.3	29.0
