Time	CPU Temperature	CPU Frequency	Ambient Temperature
0.0	28.7	1000.2	20.6
2.1	29.7	900.2	20.6
4.3	30.6	900.2	20.6
6.4	31.6	700.2	20.6
8.5	28.7	900.2	20.6
10.7	29.7	800.2	20.6
12.8	30.1	900.2	20.6
14.9	29.7	900.2	20.6
17.1	29.2	1000.3	20.6
19.2	30.6	900.2	20.6
21.3	29.7	1000.2	20.6
23.5	30.6	800.2	20.6
25.6	30.1	1000.3	20.6
27.8	30.6	900.2	20.6
29.9	30.1	800.2	20.6
32.0	30.6	700.2	20.6
34.2	29.7	900.2	20.6
36.3	29.7	1000.2	20.6
38.4	29.7	900.2	20.6
40.6	30.6	1000.2	20.6
42.7	30.1	900.2	20.6
44.8	30.1	1000.2	20.6
47.0	29.7	800.2	20.6
49.1	30.1	700.2	20.6
51.2	31.1	700.2	20.6
53.4	30.1	1000.2	20.6
55.5	29.7	1000.3	20.6
57.6	30.1	800.2	20.6
59.8	29.2	800.2	20.6
61.9	30.1	900.2	20.6
64.1	30.6	700.2	20.6
66.2	30.1	900.2	20.6
68.3	30.1	1000.3	20.6
70.5	30.6	1500.3	20.6
72.5	30.1	900.2	20.6
74.7	30.1	800.2	20.6
76.8	30.1	800.2	20.6
79.0	30.1	1000.2	20.6
81.1	29.7	900.2	20.6
83.2	29.7	1000.2	20.6
85.3	30.1	900.2	20.6
87.5	29.2	900.2	20.6
89.6	29.7	700.2	20.6
91.7	29.7	900.2	20.6
93.9	28.7	1000.3	20.6
96.0	29.2	1500.3	20.6
98.1	29.7	900.2	20.6
100.3	30.6	800.2	20.6
102.4	30.1	800.2	20.6
104.6	29.7	1000.3	20.6
106.7	29.7	700.2	20.6
108.8	30.6	900.2	20.6
111.0	29.7	1000.3	20.6
113.1	30.1	700.2	20.6
115.2	29.7	800.2	20.6
117.4	29.7	1000.3	20.6
119.5	30.1	1000.3	20.6
121.7	29.2	900.2	20.6
123.8	29.7	800.2	20.6
125.9	30.1	1000.3	20.6
128.1	30.6	900.2	20.6
130.2	30.1	900.2	20.6
132.3	29.7	900.2	20.6
134.5	29.7	800.2	20.6
136.6	30.1	900.2	20.6
138.7	30.1	1000.3	20.6
140.9	29.7	800.2	20.6
143.0	29.2	800.2	20.6
145.1	30.1	1000.3	20.6
147.3	29.7	800.2	20.6
149.4	29.7	900.2	20.6
151.5	29.7	900.2	20.6
153.7	30.1	1000.2	20.6
155.8	29.7	1000.3	20.6
157.9	29.2	1000.2	20.6
160.1	29.7	1000.2	20.6
162.2	29.2	1000.3	20.6
164.3	29.7	700.2	20.6
166.5	30.1	1500.3	20.6
168.6	30.6	800.2	20.6
170.7	30.6	1000.3	20.6
172.8	30.6	700.2	20.6
175.0	29.7	900.2	20.6
177.1	30.1	900.2	20.6
179.3	29.7	700.2	20.6
181.4	29.7	900.2	20.6
183.5	29.7	700.2	20.6
185.7	29.7	900.2	20.6
187.8	29.2	900.2	20.6
189.9	30.1	700.2	20.6
192.1	29.2	800.2	20.6
194.2	28.7	1000.3	20.6
196.4	29.7	900.2	20.6
198.5	29.7	800.2	20.6
200.6	29.7	900.2	20.6
202.8	29.2	800.2	20.6
204.9	30.6	900.2	20.6
207.0	29.7	900.2	20.6
209.2	29.2	900.2	20.5
211.3	29.7	700.2	20.6
213.4	29.2	900.2	20.6
215.6	29.7	900.2	20.6
217.7	30.1	800.2	20.6
219.8	30.6	900.2	20.6
222.0	28.7	900.2	20.6
224.1	29.2	700.2	20.6
226.2	30.1	900.2	20.6
228.4	29.7	900.2	20.6
230.5	29.7	800.2	20.6
232.6	29.7	800.2	20.6
234.8	30.1	800.2	20.6
236.9	29.7	900.2	20.6
239.0	30.1	1000.3	20.6
241.2	29.7	900.2	20.6
243.3	29.7	1000.3	20.6
245.4	30.1	900.2	20.6
247.6	30.1	1000.2	20.6
249.7	29.7	1000.3	20.6
251.9	29.2	900.2	20.6
254.0	30.6	900.2	20.6
256.1	29.2	1000.2	20.6
258.3	29.2	900.2	20.6
260.4	30.1	800.2	20.6
262.5	29.7	1500.3	20.6
264.6	29.7	900.2	20.6
266.7	29.2	900.2	20.6
268.9	30.1	900.2	20.6
271.0	30.6	1000.2	20.6
273.1	30.1	900.2	20.6
275.3	29.7	700.2	20.6
277.4	29.7	1000.2	20.6
279.6	30.1	900.2	20.6
281.7	29.7	800.2	20.6
283.8	30.1	1000.3	20.6
286.0	29.7	900.2	20.6
288.1	28.7	700.2	20.6
290.2	30.1	900.2	20.6
292.4	30.6	900.2	20.6
294.5	29.2	900.2	20.6
